name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
Netzbekannt: Online-Marketing und SEO-Agentur Berlin,"Agentur für Online-Marketing, SEO-Agentur","„Netzbekannt mach Sie im Netz bekannt!“ Die Netzbekannt Marketing-Agentur aus Berlin unterstützt Sie bei der Gewinnung von zahlenden Kunden über Ihre Webseite oder Ihren Online-Shop. Und wenn Sie auf Social-Media-Kanälen, wie Facebook, Youtube oder Instagram mehr User erreichen möchten, ist die Internet-Werbeagentur Netzbekannt der richtige Partner für Sie und Ihr Unternehmen. Wir unterstützen Sie dabei, Ihre Firma im Internet bekannt zu machen! Unsere Schwerpunkte sind: Suchmaschinenoptimierung (SEO) Lokale Suchmaschinenoptimierung (Lokale SEO)=> Mit den organischen Suchergebnissen bei Google auf die erste Seite kommen. Werbung auf Google (Google Ads, ehem. AdWords) Werbung auf Facebook Werbung auf YouTube => Mit bezahlten Anzeigen auf Google in den Suchergebnissen auf den ersten Platz kommen. Ebenfalls bieten wir: Video-Marketing auf Facebook Social-Media-Marketing Erstellung von Websites & Landingpages Marketing-VorträgeBeratungSocial-Media-MarketingWebsites / WebseitenInformieren Sie sich jetzt über die Produkte von Netzbekannt: Suchmaschinenoptimierung (SEO) Lokale Suchmaschinenoptimierung (Lokale SEO) Social-Media-Marketing (SMM) Suchmaschinenmarketing (SEM)","Online-Marketing-Agentur, Seo-Agentur, Social-Media Marketing, Adwords-Agentur, Internetwerbung",,10—19,Netzbekannt: Online-Marketing und SEO-Agentur BerlinD-10115 BerlinDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://www.netzbekannt.de/impressum/,https://www.netzbekannt.de/
XENOconcept UG,Creative Agency für Webdesign/ Development/ Social Media & Influencer Marketing/ SEO,"Als weltweit tätiges IT-Unternehmen und Creative Agency bietet XENOconcept diverse Webprojekte und Services an. Unser Angebot reicht von Online Marketing Dienstleistungen im Bereich Social Media und Influencer Marketing bis hin zu Webdesign & Konzeption komplexer Onlineprojekte, Suchmaschinenoptimierung & Brand Identity Creation, professioneller Video- & Filmproduktion wie auch Grafikdesign und individuellen Virtual Reality Lösungen.","Webdesign, Web Development, Influencer Marketing",2018,5—9,XENOconcept UGFranz-Liszt Straße 3D-90571 SchwaigDeutschland,"Film/
Video
Internetagenturen
Corporate Designer",https://xenoconcept.com/de/impressum/,https://xenoconcept.com/
World of Dinner GmbH & Co KG,CEO,Konzeptionierung / Planung / Bewerbung / Verkauf / Durchführung bundesweiter Theater- / Show – und Dinner-Veranstaltungen,,2013,20—49,World of Dinner GmbH & Co KGD-45128 EssenDeutschland,"Location-
Agenturen
Eventagenturen
Werbeagenturen",http://www.worldofdinner.de,http://www.worldofdinner.de/
Aufbruch GmbH,Kommunikationsagentur / Werbeagentur,"„AUFBRUCH ist eine inhabergeführte Kommunikationsagentur, die crossmediale Kommunikationslösungen entwickelt und umsetzt.“",,,5—9,Aufbruch GmbHD-40211 DüsseldorfDeutschland,"Eventagenturen
Werbeagenturen
Internetagenturen",http://www.aufbruch.de,https://www.aufbruch.de/
Medizin & Markt GmbH,Medizin & Markt GmbH: Full-Service Agentur mit Schwerpunkt PR im Healthcare Markt,"Medizin & Markt GmbH ist eine auf Healthcare-Kommunikation spezialisierteFull-Service-Agentur. Seit 30 Jahren etabliert, verfügt das in München ansässigeUnternehmen über langjährige Expertise in den Bereichen strategische Beratung,Public Relations für Fachkreise und Publikum, Market-Access- und Marketing-Kommunikation, Brand Promotion sowie Medical Education.Medizin & Markt ist Mitglied der medictum Gruppe, zu der auch die AgenturenDigitalSpital, Herzschlag Werbeagentur und med in mind gehören.",,1989,20—49,Medizin & Markt GmbHD-80335 MünchenDeutschland,"Eventagenturen
Werbeagenturen
PR-
Agenturen",,https://www.medizin-und-markt.de/index.html
Bacchus Pictures GmbH,"Die Bacchus Pictures GmbH und die angeschlossenen Unternehmen, sind ein Full-Service-Spezialist für die Erstellung von…","Mit aktuell rund 20 Mitarbeitern planen und realisieren wir seit über 15 Jahren relevante TV-Formate für namhafte Medienhäuser und Privatsender, Image- und Werbefilme, sowie Corporate Content Projekte für bedeutende Industriekunden.Als stetige wachsende Unternehmensgruppe in der Medienbranche und als innovativer Trendsetter für Corporate Content, bauen wir unser Team für die Unit Sport (Schwerpunkt Fußball) konsequent weiter aus.",,,20—49,Bacchus Pictures GmbHD-50827 KölnDeutschland,"Werbeagenturen
Industriedesigner/
Produktdesigner
Corporate Designer",,https://www.bacchuspictures.de/medien-unternehmen.php
Schleier.IT,Web- und App-Agentur,Schleier IT ist eine Web- und App-Agentur im Herzen von Essen und wir suchen Unterstützung für unser Team. Als junges Unternehmen bieten wir dir eine entsprechend dynamische und persönliche Atmosphäre mit flachen Hierarchien und coolen Events.,,2013,10—19,Schleier.ITD-45138 EssenDeutschland,"Internetagenturen
Entwicklung
Corporate Designer",,https://schleier.it/
Seipt-Media GmbH,Verlag,"Das Stadtmagazin – EVENTS. Jeden Monat neu! Kompakt und übersichtlich findet ihr im Stadtmagazin EVENTS alle wichtigen Infos zum Potsdamer Stadt- und Landgeschehen: Die besten Partys, die heißesten Locations, die leckersten Restaurants, Shoppingtipps, Beauty, Wellness und vieles mehr. EVENTS erscheint seit Mai 1997. Der EVENTS-Terminkalender ist wahrscheinlich der umfangreichste der Region … Was wir versprechen, halten wir auch: EVENTS = Wissen, was los ist!Zu Seipt-Media gehören auch das PotsdamDisplay und der GastroGuide.","Microsoft Excel, Redaktion, InDesign, Text",1997,5—9,Seipt-Media GmbHD-14469 PotsdamDeutschland,"Werbeagenturen
Texter
Editorial-
Konzepter",http://www.stadtmagazin-events.de/impressum,http://www.stadtmagazin-events.de/
Young Digitals Consulting GmbH,UX Consultant,"Wir sind eine ‚hybride Beratung’: IT Profis und Coaches. Mit umfangreicher Erfahrung aus komplexen Digital-Projekten. Unsere wichtigsten Tools: Spaß, Empathie und Sorgfalt. In unserem Büro im Herzen Charlottenburgs schaffen wir ein anregendes Arbeitsumfeld und pflegen eine lernfreudige und leistungsorientierte Kultur. Zugleich gehen wir als Team miteinander offen, vertrauensvoll und freundschaftlich um.#Kundennähe #Experimentierfreude #Agilität #Softwarekompetenz #Führungskultur","Sketch, Adobe Creative Suite, Figma, Invision, Prototype, Produktdesign, UI-Design, UX-Design, Web-Design, App-Design, Consulting, Coaching, Produktmanager, Projektmanager, Entwickler, Developer, Data-Scientist",2012,10—19,Young Digitals Consulting GmbHClausewitzstraße 2D-10629 BerlinDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",https://www.youngdigitals.de/impressum,https://www.youngdigitals.de/
ZDFdigital Medienproduktion GmbH,Ist ZDF Digital Medienproduktion GmbH,"ZDF Digital steht für attraktive Programme und exzellentes Design für TV und Web.An unserem Standort in Mainz entstehen für nationale und internationale Kundeninnovative und preisgekrönte TV-Produktionen, Websites, Apps, Virtual Reality,360°-Filme, Kampagnen und Social Media-Inhalte.",,2000,100—199,ZDFdigital Medienproduktion GmbHD-55124 MainzDeutschland,"Werbeagenturen
Animation/
3D
Internetagenturen",https://www.zdf-digital.com/impressum/,https://www.zdf-digital.com/
Lekkerwerken GmbH (Standort Berlin),Marken. Erlebnisse. Gestalten.,"Lekkerwerken ist eine inhabergeführte Designagentur mit den Schwerpunkten Digitale Medien und Corporate Design. Seit 15 Jahren stehen wir für herausragende Kommunikationslösungen, hochwertiges Design und eine kundenorientierte Haltung.Wir unterstützen Marken, designorientierte Unternehmen und Institutionen mit maßgeschneiderten Lösungen bei der kreativen Umsetzung ihrer Kommunikations- und Marketingziele. Dabei steht für uns immer ein optimales Nutzererlebnis als wesentliche Voraussetzung für erfolgreiche Kommunikation im Vordergrund.",Text,2003,5—9,Lekkerwerken GmbH (Standort Berlin)D-12053 BerlinDeutschland,"Screendesign
Internetagenturen
Corporate Designer",http://lekkerwerken.de/de/impressum.html,http://lekkerwerken.de/
salaction public relations GmbH,"PR- und Öffentlichkeitsarbeit, Corporate Publishing, Events","salaction public relations GmbH ist eine inhabergeführte PR-Agentur und wurde 1978 gegründet. Wir finden uns generell in jeder Branche schnell zurecht, unsere Kerngebiete sind jedoch: Kunst, Kultur und Wissenschaft, Krisen-PR, Politik und Finanzen, Healthcare und Markenartikel.Auf Grundlage einer zügigen und präzisen Situationsanalyse bieten wir Ihnen Konzeption und Umsetzung von internen und externen Kommunikationsstrategien sowie eine spezifische und individuelle Ansprache unterschiedlicher Mediengattungen. Unser Team Corporate Publishing versorgt Sie mit zielgruppenspezifischem Content für Publikationen jeglicher Art, verzahnt diese mit Ihren Social-Media-Kanälen und übernimmt auf Wunsch die Produktion von der ersten Idee bis zur Abnahme.Dank unserer ausgezeichneten, weit verzweigten Kontakte – insbesondere der Medien in Deutschland, Österreich und der Schweiz, aber auch zu vielen führenden internationalen Titeln – und unserer Diskretion sind Sie bei uns in guten und sicheren Händen.","Pr-, Öffentlichkeitsarbeit, Corporate Publishing, Events",1978,5—9,salaction public relations GmbHD-22085 HamburgDeutschland,"Eventagenturen
Internetagenturen
PR-
Agenturen",,http://salaction.com/
Plus X Strategie GmbH,"Presse- und Öffentlichkeitsarbeit, Strategische Kommunikation, Wahlkampagnen, Werbung","plus X ist eine junge Rhetorik und Wahlkampf-Agentur mit Sitz in Tübingen. Zu unseren Schwerpunkten gehören Wahlkampagnen und Öffentlichkeitsarbeit. Im Bereich Grafikdesign benötigen wir Unterstützung für unsere betriebliche Außendarstellung sowie für Kundenprojekte im Bereich Corporate Identity, Geschäftsausstattung, Kampagnenkonzeption und Umsetzung von Werbematerialien. Schwerpunkt der Arbeit liegt auf Print und Online.","Grafikdesign, Webdesign, Webentwicklung, Webprogrammierung",,5—9,Plus X Strategie GmbHD-72119 Ammerbuch-TübingenDeutschland,"Werbeagenturen
Corporate Designer
PR-
Agenturen",http://www.plus-x.info,https://www.plus-x.info/
Bonoer GmbH – Kreativagentur für zeitgemäße Markenentwicklung,Bonoer = Glück,"Unter zeitgemäßer Kreativagentur verstehen wir mehr als das bloße Entwickeln von Kampagnen. Vielmehr sind es kreative Lösungen, die dem gegenwärtigen Konsumverhalten entsprechen und alle relevanten Kanäle bedienen. Wir liefern strategische Kompetenz, kreative Konzepte und viel Gefühl für Marken und Menschen. Dazu die professionelle Implementierung aller Maßnahmen für ein aufregendes und nachhaltiges Markenerlebnis.","Kreation, Konzeption, Through The Lines Strategie, Kampagnenkreation, -Management, Content: Storyliving, Eventmarketing, -Produktion, Brand Experience, Social Media, Musik-, Kulturberatung",2012,10—19,Bonoer GmbH – Kreativagentur für zeitgemäße MarkenentwicklungD-50825 KölnDeutschland,"Eventagenturen
Werbeagenturen
Internetagenturen",https://bonoer.com/impressum/,https://bonoer.com/
TNP Agentur für Kommunikation GmbH,Werbeagentur,"Wir sind zwei Werbeagenturen (TNP und sign:up), wir leben in einem Büro, wir sind zusammen 20 Leute und wir agieren gemeinsam unter der Marke „Wir machen Kommunikation“.Unser Kundenspektrum ist weit gefächert, größtenteils aus dem Gesundheits- und Bildungswesen und auch dem Finanzsektor.Aus dem gemeinsamen Leistungsspektrum beider Agenturen Bietern wir Rat und Tat nach Bedarf:Marketingentwicklung Kommunikationsstrategie Maßnahmenkonzeption Design Content in Wort und Bild Online-Applikationen und verbundene Services Messen und Veranstaltungen","Marketingentwicklung, Kommunikationsstrategie",1980,20—49,TNP Agentur für Kommunikation GmbHD-47119 DuisburgDeutschland,"Messe
Werbeagenturen
Internetagenturen",,https://www.wir-machen-kommunikation.de/
Dr. Franke-Consulting GmbH,Geschäftsführer – Ghostwriter,"Dr. Franke-Consulting ist eine 1988 gegründete Ghostwriting-Agentur, die sich auf die Erstellung von wissenschaftlichen Arbeiten spezialisiert hat.Unser Team unterstützt Sie in den unterschiedlichsten wissenschaftlichen Fachbereichen. Auch sehr komplexe und interdisziplinäre Themengebiete werden von unseren Autoren abgedeckt. Wir decken die unterschiedlichsten Fachgebiete – darunter auch sehr komplexe und ausgefallene Themenbereiche – mit entsprechend fachspezifisch qualifizierten Autoren ab.Unser Produktportfolio reicht von kurzen, theoretischen wissenschaftlichen Ausarbeitungen zu einem Thema bis hin zu umfassenden, interdisziplinären und empirischen Studien.",Akademische Ghostwriter,1988,1.000 und mehr,Dr. Franke-Consulting GmbHD-32584 LöhneDeutschland,Internetagenturen,https://www.drfranke.de/verschiedenes/impressum,https://www.drfranke.de/
oliv brand GmbH,Wir sind eine kreative Corporate- und Packaging-Designagentur mit Fokus auf den Food- und Architekturbereich.,"Unser Kernbereich ist das Corporate- und Packaging-Design mit Fokus auf den Food- und Architekturbereich. Dabei betreuen wir klein- und mittelständische sowie Großunternehmen – alle überwiegend familiengeführt. Wir schätzen dabei die langjährige und sehr partnerschaftliche, vertrauensvolle Zusammenarbeit.Wir bieten unseren Kunden:PERSÖNLICHE BERATUNG UND BETREUUNGWir erarbeiten gemeinsam durch analytische Prozesse und eine strategische Ausrichtung ein kraftvolles und einprägsames Design für den Kunden, die Marke und die Produkte.ANALYSE UND STRATEGIE…in allen Ebenen von Marktbeobachtung über Markt- und Markenanalyse, Trendscouting, Markenworkshop, Wettbewerbsanalyse, Konzeption und Zielgruppenorientierung bis zur Positionierung am Markt.BERATUNG, KREATION UND DESIGN…in den Bereichen Brand Design, Corporate Design, Corporate Identity, Packaging Design, Salesfolder, Broschüren und Messegestaltung etc.ABWICKLUNG UND ROLLOUTWir betreuen die Projekte inhouse von Anfang bis zur Finalisierung durch Reinzeichnung, Foto-/ Composingerstellung mit finaler Bildbearbeitung, Produktionsabwicklung (Abstimmung mit der Repro, Druckereien, etc.), Produktrenderings, Erstellen von Designguidelines und „DesignPolice”.","Packaging-Design, Verpackungsdesign, Corporate-Design, Architektur, Food",,5—9,oliv brand GmbHD-85617 NiclasreuthDeutschland,"Werbeagenturen
Verpackungsdesigner
Corporate Designer",,http://oliv-brand.de/
ADstore || Werbung Mediendesign Produktion,Werbekommunikation. Mediendesign. Webdesign. Filmproduktion.,"Wir sind zwar klein, aber sehr agil, sehr dynamisch, voller Ideen und haben intern 1000 Möglichkeiten die Werbekommunikation unserer Kunden zu gestalten. Mehr als jedes andere, vergleichbare Unternehmen. Definitiv! Wie? Interdisziplinarität! Tolle Mitarbeiter! Spannende Projekte, vielleicht nicht immer die größten Marken, aber dafür sehr nette Kunden :-()Ergo: Von der Visitenkarte bis zum TV Spot, das gesamte Portfolio deckt mit zig Bereiche ab – eine Kampagne, ein Ansprechpartner, eine Telefonnummer.",,1998,5—9,ADstore || Werbung Mediendesign ProduktionD-55129 MainzDeutschland,"Werbeagenturen
Film/
Video
Corporate Designer",https://www.adstore.de/impressum.html,http://www.adstore.info/
acre – activ consult real estate gmbh,Marketing- und Kommunikationsagentur,"acre ist eine ganzheitlich ausgerichtete Agentur für Immobilienmarketing. Im strategischen Immobilienmarketing berät acre seit 2001 nationale und internationale Kunden aller Immobilienklassen bei der Positionierung und Kommunikation ihrer Immobilien, und konzipiert und realisiert die zur Vermarktung notwendigen Markenauftritte und Maßnahmen. Wir bei acre entwickeln ganzheitliche Marken von der Positionierung, Markenstrategie, Branding bis hin zur Ausarbeitung diverser Print- und Onlinemedien. Unser interdisziplinär aufgestelltes ca. 15-köpfiges Team setzt auf Analyse, Zielgruppenorientierung, intensiven Kundendialog, Kreativität, Design und fundierte Beratung.",,2001,10—19,acre – activ consult real estate gmbhD-60313 Frankfurt am MainDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",http://www.activconsult.com/de/impressum,http://www.activconsult.com/
Krankenkasseninfo.de,Informationsportal zu den gesetzlichen Krankenkassen,"Das Internetportal krankenkasseninfo.de vergleicht seit 1999 alle geöffnete gesetzliche Krankenkassen. In diesem Vergleich werden der Zusatzbeitrag, die Leistungen, wahltarife und Bonusprogramme der jeweiligen KRankenkasse berücksichtigt.","Krankenkasse, Aok, Krankenkassen, Krankenversicherung, Bkk, Ikk, Test, Gkv",1999,5—9,Krankenkasseninfo.deD-06108 HalleDeutschland,"Werbeagenturen
PR-
Agenturen",https://www.krankenkasseninfo.de/impressum/,https://www.krankenkasseninfo.de/
Serious Business GmbH,Strategische Design & Branding Agentur,"Serious Business is a strategic design & branding agency with a diverse international team. We believe in a world where good brands communicate and behave in an honest, authentic and transparent way to truly connect and create sustainable value for other humans.Therefore we take it as our mission to build honest brands through a holistic design approach creating the context for valuable experiences and interactions that truly bring more meaning to people’s lives.","Design, Branding, Webdesign, Markenstrategie, Online Marketing",2016,5—9,Serious Business GmbHD-80337 MünchenDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",http://www.serious.business,https://www.serious.business/
